Contains &lt,Contains And,Contains Percentage,Contains SRC,Containss Var,Contains Cookie,Contains Single Quote,Contains Question Mark,Contains Exclamation Mark,Contains Semicolon,Contains Close Parenthesis,Contains Greater Than,Contains Search,Contains Close Brace,Contains Alert,Letters Ratio,Numbuers Ratio,Symbols Ratio,Class
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7251655629139073,0.1324503311258278,0.1423841059602649,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6991525423728814,0.1567796610169491,0.1440677966101695,0
0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.7444444444444445,0.0222222222222222,0.2333333333333333,1
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.6666666666666666,0.1403508771929824,0.1929824561403508,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6933797909407665,0.1602787456445993,0.1463414634146341,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.6959247648902821,0.1536050156739812,0.1504702194357366,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7899712289354706,0.0036991368680641,0.2063296341964652,0
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.7478991596638656,0.0,0.2521008403361344,1
0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0.6336633663366337,0.1089108910891089,0.2574257425742574,1
0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.7349397590361446,0.0602409638554216,0.2048192771084337,1
0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0.7350993377483444,0.0794701986754966,0.1854304635761589,1
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.6774193548387096,0.0,0.3225806451612903,1
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.4316939890710382,0.0218579234972677,0.546448087431694,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6736111111111112,0.1597222222222222,0.1666666666666666,0
0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0.7410714285714286,0.0446428571428571,0.2142857142857142,1
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6785714285714286,0.1428571428571428,0.1785714285714285,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7940166748406081,0.0019617459538989,0.2040215792054928,0
1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0.7596899224806202,0.0077519379844961,0.2325581395348837,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7911504424778761,0.0,0.2088495575221239,0
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.7355371900826446,0.0165289256198347,0.2479338842975206,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5853658536585366,0.2317073170731707,0.1829268292682926,0
1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0.7472527472527473,0.0,0.2527472527472527,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5824175824175825,0.2307692307692307,0.1868131868131868,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7661927330173776,0.0031595576619273,0.2306477093206951,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7894736842105263,0.0,0.2105263157894736,0
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.7,0.0,0.3,1
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0.7070707070707071,0.0707070707070707,0.2222222222222222,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7962962962962963,0.0,0.2037037037037037,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7921535893155259,0.0025041736227045,0.2053422370617696,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6796875,0.15625,0.1640625,0
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0.7425742574257426,0.0,0.2574257425742574,1
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0.640625,0.125,0.234375,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7834803528468324,0.0024057738572574,0.2141138732959102,0
0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0.68,0.072,0.248,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2210526315789473,0.1789473684210526,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.781021897810219,0.0,0.218978102189781,0
0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.7654320987654321,0.037037037037037,0.1975308641975308,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.7912772585669782,0.0020768431983385,0.2066458982346833,0
0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0.7142857142857143,0.0555555555555555,0.2301587301587301,1
0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0.6594202898550725,0.0253623188405797,0.3152173913043478,1
0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0.668141592920354,0.1150442477876106,0.2168141592920354,1
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.7615839967340273,0.003265972647479,0.2351500306184935,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6885245901639344,0.1639344262295081,0.1475409836065573,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8036093418259024,0.0042462845010615,0.1921443736730361,0
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7230769230769231,0.1353846153846153,0.1415384615384615,0
0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0.6031746031746031,0.1587301587301587,0.238095238095238,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.7142857142857143,0.0285714285714285,0.2571428571428571,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7074235807860262,0.148471615720524,0.1441048034934497,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.7058823529411765,0.0823529411764705,0.2117647058823529,0
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0.7623873873873874,0.0157657657657657,0.2218468468468468,0
0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.708253358925144,0.1266794625719769,0.165067178502879,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8177570093457944,0.0,0.1822429906542056,0
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.7,0.08125,0.21875,1
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.7127659574468085,0.0744680851063829,0.2127659574468085,1
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.6363636363636364,0.0,0.3636363636363636,1
0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0.7161572052401747,0.0436681222707423,0.2401746724890829,1
0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.5735294117647058,0.0441176470588235,0.3823529411764705,1
0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0.6178861788617886,0.1544715447154471,0.2276422764227642,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7878609310548026,0.0023571007660577,0.2097819681791396,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7033898305084746,0.1610169491525423,0.135593220338983,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7941851568477429,0.0030604437643458,0.2027543993879112,0
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.3066666666666666,0.12,0.56,0
0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0.6892655367231638,0.1129943502824858,0.1977401129943503,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6638655462184874,0.1848739495798319,0.1512605042016806,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5294117647058824,0.2794117647058823,0.1911764705882352,0
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.6907216494845361,0.0,0.3092783505154639,1
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.7297297297297297,0.0,0.2702702702702703,1
0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0.6521739130434783,0.0797101449275362,0.2681159420289855,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785031847133758,0.0047770700636942,0.2101910828025477,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6991869918699187,0.1707317073170731,0.1300813008130081,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7100840336134454,0.1512605042016806,0.1386554621848739,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7245283018867924,0.1433962264150943,0.1320754716981132,0
0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0.7059758423394787,0.0028607755880483,0.291163382072473,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7748743718592965,0.0040201005025125,0.2211055276381909,0
0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0.7151162790697675,0.0872093023255814,0.1976744186046511,1
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0.7685185185185185,0.0,0.2314814814814814,1
0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.6354166666666666,0.1666666666666666,0.1979166666666666,1
0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0.6159420289855072,0.1521739130434782,0.2318840579710145,1
1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0.774390243902439,0.0,0.2256097560975609,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7258064516129032,0.1411290322580645,0.1330645161290322,0
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0.710691823899371,0.0188679245283018,0.270440251572327,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8080357142857143,0.0,0.1919642857142857,0
1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0.7339449541284404,0.0,0.2660550458715596,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7013422818791947,0.1577181208053691,0.1409395973154362,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5742574257425742,0.2475247524752475,0.1782178217821782,0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7951807228915663,0.0,0.2048192771084337,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7955182072829131,0.0,0.2044817927170868,0
0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.451505016722408,0.3260869565217391,0.2224080267558528,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7258064516129032,0.0161290322580645,0.2580645161290322,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7993079584775087,0.0,0.2006920415224913,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5684210526315789,0.231578947368421,0.2,0
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0.6793893129770993,0.1145038167938931,0.2061068702290076,1
0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0.6548672566371682,0.0973451327433628,0.247787610619469,1
0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.6020408163265306,0.1785714285714285,0.2193877551020408,1
0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0.6503496503496503,0.1118881118881118,0.2377622377622377,1
0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.8032258064516129,0.0,0.1967741935483871,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8723404255319149,0.0,0.1276595744680851,0
0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0.6695652173913044,0.1043478260869565,0.2260869565217391,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6415094339622641,0.1886792452830188,0.1698113207547169,0
0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0.6790123456790124,0.0987654320987654,0.2222222222222222,1
1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0.698019801980198,0.0346534653465346,0.2673267326732673,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6218487394957983,0.1848739495798319,0.1932773109243697,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6105263157894737,0.2105263157894736,0.1789473684210526,0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.631578947368421,0.175438596491228,0.1929824561403508,0
1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0.6788990825688074,0.055045871559633,0.2660550458715596,1
0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.7310756972111554,0.0,0.2689243027888446,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7760290556900726,0.0024213075060532,0.2215496368038741,0
0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.6536585365853659,0.1414634146341463,0.2048780487804878,1
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7889009793253536,0.0021762785636561,0.2089227421109902,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8321678321678322,0.0,0.1678321678321678,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6388888888888888,0.1759259259259259,0.1851851851851851,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.7359550561797753,0.0056179775280898,0.2584269662921348,0
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0.762962962962963,0.0,0.237037037037037,1
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6228070175438597,0.1403508771929824,0.2368421052631578,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6983471074380165,0.1694214876033057,0.1322314049586777,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7883817427385892,0.0,0.2116182572614107,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7844082780791641,0.0044203335342575,0.2111713883865782,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6942148760330579,0.1652892561983471,0.140495867768595,0
0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0.6645569620253164,0.120253164556962,0.2151898734177215,1
0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0.7512953367875648,0.0673575129533678,0.1813471502590673,1
0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.6666666666666666,0.125,0.2083333333333333,1
1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0.7522935779816514,0.0045871559633027,0.2431192660550458,1
0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0.603448275862069,0.1724137931034483,0.2241379310344827,1
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.7678571428571429,0.0625,0.1696428571428571,0
0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0.6555023923444976,0.027511961722488,0.3169856459330143,0
0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0.5138888888888888,0.1111111111111111,0.375,1
0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0.5796460176991151,0.2300884955752212,0.1902654867256637,1
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.7779783393501805,0.0042117930204572,0.2178098676293622,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5865384615384616,0.2307692307692307,0.1826923076923076,0
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.7522123893805309,0.0,0.247787610619469,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5476190476190477,0.25,0.2023809523809523,0
